freq,psd
0,-6.77293215962947
0.000457791613257645,-27.8797605693866
0.00091558322651529,-21.9071128676182
0.00137337483977294,-21.8626992764459
0.00183116645303058,-29.1034511707063
0.00228895806628823,-31.9187483056969
0.00274674967954587,-33.7396519695615
0.00320454129280352,-36.6907324841767
0.00366233290606116,-35.6179131725564
0.00412012451931881,-36.6556239202202
0.00457791613257645,-37.0325488819929
0.0050357077458341,-38.4712501808656
0.00549349935909174,-37.5130192194156
0.00595129097234939,-37.7042181632413
0.00640908258560703,-38.18389673721
0.00686687419886468,-38.4162115143613
0.00732466581212232,-38.5839744822679
0.00778245742537997,-39.0544613515948
0.00824024903863761,-39.6998271228975
0.00869804065189526,-38.3890435752334
0.0091558322651529,-39.215295553897
0.00961362387841055,-38.7780320214923
0.0100714154916682,-38.8605631658182
0.0105292071049258,-38.1565596207361
0.0109869987181835,-38.8060784011113
0.0114447903314411,-39.0935481883965
0.0119025819446988,-40.1375216271886
0.0123603735579564,-38.7393244489969
0.0128181651712141,-38.6633457710056
0.0132759567844717,-38.6078255443589
0.0137337483977294,-39.0761316095479
0.014191540010987,-38.1792492593964
0.0146493316242446,-38.9297820631414
0.0151071232375023,-39.3561782869993
0.0155649148507599,-38.974486520688
0.0160227064640176,-39.3397134087934
0.0164804980772752,-38.5852559349894
0.0169382896905329,-39.2563998219295
0.0173960813037905,-38.5501100050472
0.0178538729170482,-39.0206274290004
0.0183116645303058,-39.0441740789641
0.0187694561435634,-40.0417551240476
0.0192272477568211,-38.6410691299282
0.0196850393700787,-39.5542318479233
0.0201428309833364,-38.7498692255585
0.020600622596594,-38.6360192748931
0.0210584142098517,-38.9207850285472
0.0215162058231093,-38.1938432278293
0.021973997436367,-39.6416901186728
0.0224317890496246,-38.7330942111618
0.0228895806628823,-38.5439090713429
0.0233473722761399,-39.6297568444848
0.0238051638893975,-39.2159691574482
0.0242629555026552,-39.3411374891242
0.0247207471159128,-38.4150209315637
0.0251785387291705,-39.6295087842076
0.0256363303424281,-39.3923726789596
0.0260941219556858,-38.402465817399
0.0265519135689434,-39.3746453746542
0.0270097051822011,-38.9535522832271
0.0274674967954587,-39.769641249951
0.0279252884087164,-39.8454538574544
0.028383080021974,-39.1854909550936
0.0288408716352316,-39.5472243436956
0.0292986632484893,-37.9147756066635
0.0297564548617469,-38.557771549149
0.0302142464750046,-38.8061975201561
0.0306720380882622,-39.7968714724372
0.0311298297015199,-38.9056626990465
0.0315876213147775,-38.3941770837275
0.0320454129280352,-38.8380703092228
0.0325032045412928,-38.3893579783011
0.0329609961545504,-39.8450610033065
0.0334187877678081,-39.6772716884775
0.0338765793810657,-38.6948539387401
0.0343343709943234,-40.3479865390295
0.034792162607581,-39.8333671050629
0.0352499542208387,-38.4864930370192
0.0357077458340963,-39.7264118052028
0.036165537447354,-40.2084821645065
0.0366233290606116,-39.2284840034517
0.0370811206738693,-38.8672553029738
0.0375389122871269,-38.9669912783541
0.0379967039003845,-39.0508500687747
0.0384544955136422,-38.2665108271138
0.0389122871268998,-38.8710579247005
0.0393700787401575,-39.8132021820622
0.0398278703534151,-39.0740286862065
0.0402856619666728,-39.0431522605379
0.0407434535799304,-39.1351044306348
0.0412012451931881,-38.6804914715402
0.0416590368064457,-39.0475381971349
0.0421168284197034,-39.079540686387
0.042574620032961,-38.5680999312612
0.0430324116462186,-38.8842191672176
0.0434902032594763,-38.7145630747666
0.0439479948727339,-40.6918728636327
0.0444057864859916,-39.6046059244929
0.0448635780992492,-39.8133734248744
0.0453213697125069,-39.283231864072
0.0457791613257645,-39.0237729771569
0.0462369529390222,-39.2104428169141
0.0466947445522798,-39.3241427787668
0.0471525361655374,-37.9427488588345
0.0476103277787951,-38.9957430673454
0.0480681193920527,-39.9095133302432
0.0485259110053104,-38.882281093639
0.048983702618568,-39.6621786044641
0.0494414942318257,-38.1870067216311
0.0498992858450833,-39.2828698497124
0.050357077458341,-39.0309907309728
0.0508148690715986,-38.6920424318727
0.0512726606848563,-38.5111529913717
0.0517304522981139,-38.6067809298743
0.0521882439113715,-39.2851648108888
0.0526460355246292,-40.9971532735799
0.0531038271378868,-38.675704378248
0.0535616187511445,-39.6164409171484
0.0540194103644021,-39.3403331523435
0.0544772019776598,-39.2569695610239
0.0549349935909174,-39.4657840769373
0.0553927852041751,-39.0149536594976
0.0558505768174327,-38.9816669011281
0.0563083684306903,-38.4661586978007
0.056766160043948,-38.7648960169207
0.0572239516572056,-38.8255127792602
0.0576817432704633,-39.1279942842844
0.0581395348837209,-39.5571470722159
0.0585973264969786,-39.7850466042376
0.0590551181102362,-39.7573749548597
0.0595129097234939,-39.0113013834022
0.0599707013367515,-38.8090790409288
0.0604284929500092,-38.9381956434491
0.0608862845632668,-39.7457824726572
0.0613440761765244,-38.0176173322144
0.0618018677897821,-39.4274753038907
0.0622596594030397,-38.6699122070308
0.0627174510162974,-38.6304349453223
0.063175242629555,-38.4811523159011
0.0636330342428127,-38.7174849923205
0.0640908258560703,-38.7261570293089
0.064548617469328,-39.0289549110259
0.0650064090825856,-38.7084472141108
0.0654642006958432,-39.7124873107475
0.0659219923091009,-38.0433945675745
0.0663797839223585,-38.1938015846079
0.0668375755356162,-39.653670604942
0.0672953671488738,-39.0667411063477
0.0677531587621315,-38.2480818250489
0.0682109503753891,-39.8533348704653
0.0686687419886468,-39.0445362164416
0.0691265336019044,-39.0108460793657
0.0695843252151621,-39.2511375551785
0.0700421168284197,-39.4529752595482
0.0704999084416773,-39.7768429443375
0.070957700054935,-38.5590421527633
0.0714154916681926,-39.4310140929674
0.0718732832814503,-39.69311635649
